avatar_f9f2ca src,username_f9f2ca,timestamp_f9f2ca,separator_f9f2ca,markup_f8f345,markup_f8f345 (2),markup_f8f345 (3),markup_f8f345 (4),markup_f8f345 (5),markup_f8f345 (6),markup_f8f345 (7),edited_f9f2ca,latin24CompactTimeStamp_f9f2ca,separator_f9f2ca (2),markup_f8f345 (8),markup_f8f345 (9),markup_f8f345 (10),markup_f8f345 (11),markup_f8f345 (12),emoji src,avatarDecoration_f9f2ca src,reactionCount_ec6b19,emoji src (2),reactionCount_ec6b19 (2),emoji src (3),reactionCount_ec6b19 (3),emoji src (4),reactionCount_ec6b19 (4),mention,anchor_af404b href,anchor_af404b,anchor_af404b href (2),anchor_af404b (2),anchor_af404b href (3),anchor_af404b (3),embedDescription_b0068a,embedDescription_b0068a (2),embedDescription_b0068a (3),embedDescription_b0068a (4),embedDescription_b0068a (5),embedDescription_b0068a (6),embedDescription_b0068a (7),embedDescription_b0068a (8),embedFieldName_b0068a,embedFieldValue_b0068a,embedFieldValue_b0068a (2),embedFieldValue_b0068a (3),embedFieldValue_b0068a (4),video_f72aac src,originalLink_d4597d href,loadingOverlay_d4597d src,anchor_af404b (4),embedVideoImageComponentInner_b0068a src,anchor_af404b href (5),anchor_af404b (5),embedFieldName_b0068a (2),embedFooterIcon_b0068a src,embedFooterText_b0068a,markup_f8f345 (13),embedDescription_b0068a (9),embedDescription_b0068a (10),embedFieldValue_b0068a (5),markup_f8f345 (14),markup_f8f345 (15),markup_f8f345 (16),markup_f8f345 (17),markup_f8f345 (18),markup_f8f345 (19),markup_f8f345 (20),markup_f8f345 (21),markup_f8f345 (22),markup_f8f345 (23),markup_f8f345 (24),markup_f8f345 (25),markup_f8f345 (26),embedAuthorIcon_b0068a src,embedDescription_b0068a (11),embedDescription_b0068a (12),lazyImg_cda674 src,embedProvider_b0068a,nowrap_aeef8c,name_bf515c,markup_f8f345 (27),markup_f8f345 (28),markup_f8f345 (29),markup_f8f345 (30),markup_f8f345 (31),markup_f8f345 (32),markup_f8f345 (33),markup_f8f345 (34),markup_f8f345 (35),markup_f8f345 (36),markup_f8f345 (37),markup_f8f345 (38),markup_f8f345 (39),markup_f8f345 (40),markup_f8f345 (41),markup_f8f345 (42),markup_f8f345 (43),markup_f8f345 (44),markup_f8f345 (45),markup_f8f345 (46),markup_f8f345 (47),markup_f8f345 (48),markup_f8f345 (49),markup_f8f345 (50),markup_f8f345 (51),markup_f8f345 (52),markup_f8f345 (53),markup_f8f345 (54),markup_f8f345 (55),markup_f8f345 (56),markup_f8f345 (57),markup_f8f345 (58),markup_f8f345 (59),markup_f8f345 (60),markup_f8f345 (61),markup_f8f345 (62),markup_f8f345 (63),markup_f8f345 (64),markup_f8f345 (65),markup_f8f345 (66),markup_f8f345 (67),markup_f8f345 (68),markup_f8f345 (69),markup_f8f345 (70),markup_f8f345 (71),markup_f8f345 (72),markup_f8f345 (73),markup_f8f345 (74),markup_f8f345 (75),markup_f8f345 (76),markup_f8f345 (77),markup_f8f345 (78),markup_f8f345 (79),markup_f8f345 (80),markup_f8f345 (81),markup_f8f345 (83),markup_f8f345 (84),markup_f8f345 (85),markup_f8f345 (86),markup_f8f345 (87),markup_f8f345 (88),markup_f8f345 (89),markup_f8f345 (90),markup_f8f345 (91),markup_f8f345 (92),markup_f8f345 (93),markup_f8f345 (94),markup_f8f345 (95),markup_f8f345 (96),markup_f8f345 (97),markup_f8f345 (98),markup_f8f345 (99),roleIcon_afae9f src,content_d76df7,username_de3235,emoji src (5),emoji src (6),emoji src (7),emoji src (8),emoji src (9),embedDescription_b0068a (13),embedDescription_b0068a (14),embedDescription_b0068a (15),botText_a9e77f,embedVideo_b0068a src,blockquoteContainer_f8f345,embedFieldName_b0068a (3),embedFieldValue_b0068a (6),obscuredTextContentInner_aa9639,embedProvider_b0068a (2),originalLink_d4597d href (2),anchor_af404b href (6),embedDescription_b0068a (16),embedDescription_b0068a (17),blockquoteContainer_f8f345 (2),blockquoteContainer_f8f345 (3),obscuredTextContentInner_aa9639 (2),embedGalleryImageElement_b0068a src,embedGalleryImageElement_b0068a src (2),originalLink_d4597d href (3),embedFooterSeparator_b0068a,replyAvatar_f9f2ca src,repliedTextContent_f9f2ca,repliedTextContent_f9f2ca (2),username_f9f2ca (2),repliedTextContent_f9f2ca (3),repliedTextContent_f9f2ca (4),repliedTextContent_f9f2ca (5),anchor_af404b href (8),anchor_af404b (7),anchor_af404b (8),anchor_af404b href (10),anchor_af404b (9),anchor_af404b href (14),anchor_af404b (6),embedDescription_b0068a (18),embedDescription_b0068a (19),embedDescription_b0068a (20),embedDescription_b0068a (21),embedDescription_b0068a (22),embedDescription_b0068a (23),embedDescription_b0068a (24),embedDescription_b0068a (25),embedDescription_b0068a (26),embedDescription_b0068a (27),mention (2),repliedTextContent_f9f2ca (6),repliedTextContent_f9f2ca (7),repliedTextContent_f9f2ca (8),repliedTextContent_f9f2ca (9),lazyImg_cda674 src (2),reactionCount_ec6b19 (5),reactionCount_ec6b19 (6),emoji src (10),emoji src (11),emoji src (12),reactionCount_ec6b19 (12),loadingOverlay_d4597d src (2)
https://cdn.discordapp.com/avatars/179380076226281472/2567d543a41138fea976954124c2ddea.webp?size=160,kiddocat,"— 
 5/31/21, 9:24 AM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/391720/Layers_of_Fear/,https://store.steampowered.com/app/391720/Layers_of_Fear/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/391720/Layers_of_Fear/,Layers of Fear,You take another drink as the canvas looms in front of you,. A light flickers dimly in the corner,. You’ve created countless pieces of art,", but never anything like…this",. Why haven’t you done this before,? It seems so obvious in retrospect,. Your friends,", critics",Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/Ei3uu3mX-BXbl17McZn0Wb3I5fJhua8wE6iucGw5LWk/%3Ft%3D1455576965/https/cdn.akamai.steamstatic.com/steam/apps/256660724/movie_max.webm,,,,,,,Recommendations,,,,", business partners—soon",,9890,,,,,,,,,,,,,,,", they’ll all see",. But something’s still missing…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/guilds/314082957314883584/users/325850112079298561/avatars/a_43e1bae83f771632a90221e9eddf408a.webp?size=256,oSpace,"— 
 6/1/21, 7:43 PM",—,Just played this game with my friend,", really cool co",-op that milton,& tech would love,,,,,,,,,,,,https://cdn.discordapp.com/emojis/756582897921687662.webp?size=96,,,,,,,,,,https://store.steampowered.com/app/1335790/Operation_Tango/,https://store.steampowered.com/app/1335790/Operation_Tango/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1335790/Operation_Tango/,Operation,Join our Discord,S,e,r,v,e,r,N,Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/yziL106fb_86xZpnFBvMKmr8VFZJrxESjK8eFtnxKK0/%3Ft%3D1622544672/https/cdn.akamai.steamstatic.com/steam/apps/256836719/movie_max_vp9.webm,,,,,,: Tango,,,,,O,,,,,,,,,,,,,,,,,T,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,:,- This game is online co,,,,,,,,,,-op only and requires a microphone,.,,,,,,,,,,,,,,,,,,,,,,", any of your friends can play with you for free",.,- Cross,-platform play enabledOperation,: Tango is an espionage,-themed cooperative adventure challenging you and a friend to complete dangerous missions across the globe in a high,-tech,.,.,.,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 6/4/21, 7:46 AM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1179210/Kill_It_With_Fire/,https://store.steampowered.com/app/1179210/Kill_It_With_Fire/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1179210/Kill_It_With_Fire/,Kill It With Fire,The spider,- mankind’s most ancient and deadly nemesis,. As a licensed Kill It With Fire exterminator,", it’s time to fight back",! Assemble your arsenal of increasingly excessive weapons,", track spiders across suburbia",", and burn everything in your path",!To defeat spiders you must exploit their one weakness,Price,$,1,4,0.99,https://images-ext-1.discordapp.net/external/7W2iStUd1qscrT1xUGduD0z74jxBBq-H5Xc2nZZZE_Q/%3Ft%3D1602435984/https/cdn.akamai.steamstatic.com/steam/apps/256804426/movie_max_vp9.webm,,,,,,,Recommendations,,,,: FIRE,,922,,,,,,,,,,,,,,,. Or bullets,. Or explosions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", throwing st",.,.,,,,Metacritic,68,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/301350111475138561/38ef03df3dfccb099ae930fd67baecbb.webp?size=160,CitrusMints,"— 
 6/5/21, 5:09 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1290000/PowerWash_Simulator/,https://store.steampowered.com/app/1290000/PowerWash_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1290000/PowerWash_Simulator/,PowerWash Simulator,Wash away your worries with the soothing sounds of high,-pressure water,. Fire up your power washer and blast away every speck of dirt and grime you can find,. Build your own power,-washing business and unlock new tools,", upgrades and more – all with the simple satisfaction of power",-washing to a sparkling finish,. TIME TO CLEAN UP THE NEIGHBOURHOODBui,Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/hConel6nvsib91x11k_xh7ZBx6tNNqz3YW1-fjrgUEc/%3Ft%3D1621430099/https/cdn.akamai.steamstatic.com/steam/apps/256832560/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,928,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/92996304455606272/c3bf14c9471096e79de7aa6a2f330e55.webp?size=160,Tempestras,"— 
 6/11/21, 4:41 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/840010/Garden_Paws/,https://store.steampowered.com/app/840010/Garden_Paws/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/840010/Garden_Paws/,Garden Paws,We have released the game but we,re not done yet,. Garden Paws is a passion project by Daniel,", Kristina with audio by Thiago and we have lots more content to add to make it our perfect game",. Currently there are hundreds of hours to experience but we plan to add even more with a new area,", more dungeon floors and more",!You have inherited your grandp,.,Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/oD2sN4LSJpqGgQapSgy5feFbps19wpYZeSKMZa-_YRQ/%3Ft%3D1620336653/https/cdn.akamai.steamstatic.com/steam/apps/256738752/movie_max.webm,,,,,,,Recommendations,,,,.,,1320,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 6/11/21, 8:35 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus/,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus/,Doki Doki Literature Club Plus,Enter the,#1 Psychological Horror Experience,!Welcome to a terrifying world of poetry and romance,! Write poems for your crush and erase any mistakes along the way to ensure your perfect ending,. Now’s your chance to discover why DDLC is one of the most beloved psychological horror games of the decade,!You play as the main character,", who reluctantly",.,Release Date,Jun 30,", 2021",,,,https://cdn.akamai.steamstatic.com/steam/apps/1388880/header.jpg?t=1623446338,https://images-ext-1.discordapp.net/external/SODriXCo6rfGFCXaJJStXMu8oJzWNn4sFAF6WNrmwMg/%3Ft%3D1623446338/https/cdn.akamai.steamstatic.com/steam/apps/1388880/header.jpg?format=webp&width=800&height=374,,,,!,,,,,.,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/175269534771576833/6cc77a80ce0896325e9b4e045b1102af.webp?size=160,aries.xf,"— 
 6/22/21, 11:45 AM",—,This game came out last week and looks like A TRIP AND A HALF,. I could see Milton playing it on stream,(maybe with some sparkle spinach,?,) and just having a blast trying to make sense of it all,. Crazy good reviews on Steam,:,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1388770/Cruelty_Squad/,https://store.steampowered.com/app/1388770/Cruelty_Squad/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1388770/Cruelty_Squad/,Cruelty Squad,WARNING,: This game is not recommended for people with photosensitive epilepsy,.Cruelty Squad is a tactical first person shooter set in the hardcore gig economy of corporate liquidations,. You,re an emotionally dead combat,-substance fueled grunt of Cruelty Squad,", a depraved subsidiary company tasked with performing wetworks for its host conglomerat",.,Price,$,1,7,0.99,https://images-ext-1.discordapp.net/external/A-W2QhgpOIB-ycMtFWVmufJp0aJRcRZMuUn7u9w5zkk/%3Ft%3D1622824475/https/cdn.akamai.steamstatic.com/steam/apps/256837435/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,1610,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/463072676521574430/e30be9f6d446897fcb10e02f42fb7705.webp?size=160,HyprNomad,"— 
 6/27/21, 9:50 PM",—,Hey Milty,", I just played the demo of this game and will be picking up myself",. This game is a must on stream,! Especially for Spooptober if you want to wait,!,,,,,,,,,,,https://discord.com/assets/2a974518305b727bbc31.svg,,,,,,,,,@MiltonTPike1,https://store.steampowered.com/app/792300/The_Beast_Inside/,https://store.steampowered.com/app/792300/The_Beast_Inside/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/792300/The_Beast_Inside/,The Beast Inside,The Beast Inside is a unique,", gripping twist on thriller and survival horror",. The game mixes intriguing story,-driven adventure with unnerving survival horror experience,. Immerse in the tale of long,-buried secrets,", personal tragedies",", and madness",Price,$,5,0.24,2485,https://images-ext-1.discordapp.net/external/mVSBbJQGX6GhAG_ARIJxX2LubcuImQ6_VGhgRIzl0Ys/%3Ft%3D1571931095/https/cdn.akamai.steamstatic.com/steam/apps/256764339/movie_max.webm,,,,,,,Recommendations,,,,. Play as two protagonists living in different centuries but bounded by dark heritage,,74,,,,,,,,,,,,,,,.Boston,", 1979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", Ad",.,.,,,,Metacritic,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/224951639142957056/d5cec609aec8e219b90ff6d16001b9dd.webp?size=160,Jesse,"— 
 6/29/21, 12:24 AM",—,I,ve been playing this through Xbox Game Pass PC but Prodeus is fantastic,. An old school DOOM,-like but with a modern take on pixel 3d graphics,", great music",", awesome guns",", and damn is it fun",,,,. It,s on Steam as well for,$25 but for anyone with Game Pass for PC or GP Ultimate you can get it right now,. Stupidly fun shooter,",",,https://cdn.discordapp.com/avatar-decoration-presets/a_e132d6014f2075d9fc2a8ece507ef5cf.png?size=240&passthrough=false,,,,,,,,,https://store.steampowered.com/app/964800/Prodeus/,https://store.steampowered.com/app/964800/Prodeus/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/964800/Prodeus/,Prodeus,Prodeus is a first,-person shooter of old,", re",-imagined using modern rendering techniques,. It reaches the quality you expect from a AAA experience while adhering to some of the aesthetic technical limits of older hardware,.The game features a hand,-crafted campaign from industry FPS veterans,", a fully",Price,$,2,4,0.99,https://images-ext-1.discordapp.net/external/zVNz8db532M6jeI-8g4ki1NEYu5VUvc9ItDoIbnxb2s/%3Ft%3D1604945747/https/cdn.akamai.steamstatic.com/steam/apps/256808455/movie_max_vp9.webm,,,,,,,Recommendations,,,,-integrated level editor,,2252,,,,,,,,,,,,,,,", and a built",-in community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 8/2/21, 7:57 AM",—,milton should play muck with tech and chat,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1625450/Muck/,https://store.steampowered.com/app/1625450/Muck/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/463072676521574430/e30be9f6d446897fcb10e02f42fb7705.webp?size=160,HyprNomad,"— 
 8/29/21, 7:45 PM",—,Another one for the spoopy streams,. With a touch of Fran Frankie,! Milty,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/362680/Fran_Bow/,https://store.steampowered.com/app/362680/Fran_Bow/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/362680/Fran_Bow/,Fran Bow,Fran Bow is a creepy adventure game that tells the story of Fran,", a young girl struggling with a mental disorder and an unfair destiny",.After witnessing the gruesome and mysterious loss of her parents,", found dismembered at their home",", Fran rushes into the woods",", together with her only friend",", Mr",. Midnight,Price,$,3,0.74,7826,https://images-ext-1.discordapp.net/external/pskmRru1nKmmMnb5DZ1oQNNg9VTWr4JNOB7sA2X9GxY/%3Ft%3D1447377310/https/cdn.akamai.steamstatic.com/steam/apps/256655173/movie_max.webm,,,,,,,Recommendations,,,,", a black cat that Fran had previously rec",,70,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,Metacritic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/146945574564921345/cacbababf67ddc8bf3a377658905479e.webp?size=160,Nanochip,"— 
 9/18/21, 12:54 PM",—,For spooptober,", please play Lost in Vivo on steam",. I’m confident in saying that it is THE scariest game I’ve ever played,.,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_48b8411feb1e80a69048fc65b3275b75.png?size=240&passthrough=false,,,,,,,,,https://store.steampowered.com/app/963710/Lost_in_Vivo/,https://store.steampowered.com/app/963710/Lost_in_Vivo/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/963710/Lost_in_Vivo/,Lost in Vivo,A horror game about claustrophobia,.During a storm your service dog is forced down a broken sewer drain,. You find the nearest sewer entrance and run in after it,.Along the way you will meet others that are also stricken by abnormal or psychological fear,. You may be able to help them,", just as you may be able to free yourself",", but just as likely",", th",Price,$,1,1,0.99,https://images-ext-1.discordapp.net/external/DsCksEN2FSfO3L-089noUFU36rhUfyrmNE4xq_PK_kg/%3Ft%3D1540030827/https/cdn.akamai.steamstatic.com/steam/apps/256732057/movie_max.webm,,,,,,,Recommendations,,,,.,,1841,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/342029516639698946/95915a2bb4d6a6518f8f698d71c8c1b8.webp?size=160,Dustyn,"— 
 10/7/21, 1:00 AM",—,I second,suggestion of “Find Yourself” for Spooptober,. I’ve seen a couple other play throughs,", and there’s a lot of spooky moments",. Very eerie,/creepy feeling to it,.,(edited),,,,,,,,,,,,,,,,,@IAmDevros,https://store.steampowered.com/app/1504740/Find_Yourself/,https://store.steampowered.com/app/1504740/Find_Yourself/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1504740/Find_Yourself/,Find Yourself,"""Caution",! The doors are closing,!,"""The game","""Find Yourself",,- psychological horror from the first person,. The soundtrack immerses you in the madness that the main character could experience while in the astralAverage time to complete the game,Price,$,3,0.49,285,https://images-ext-1.discordapp.net/external/Ss8H0N4hjHPaXYU13v6dcESXD0_7AHUGk4oywbGP_XA/%3Ft%3D1630233767/https/cdn.akamai.steamstatic.com/steam/apps/256849363/movie_max_vp9.webm,,,,,,,Recommendations,,,,: 60,,,,,,,,,,,,,,,,,m,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,u,t,,,,,,,,,,e,s,,,,,,,,,,,,,,,,,,,,,,W,A,R,N,I,N,G,:Epileptic seizures associated with increased sensitivity to light are Possible,. Some p,.,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/640671164989177913/d059c3f42922bf80d206bac8ebc1933d.webp?size=160,Nebulyra,"— 
 10/25/21, 8:03 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1721470/Poppy_Playtime/,https://store.steampowered.com/app/1721470/Poppy_Playtime/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1721470/Poppy_Playtime/,Poppy Playtime,You must stay alive in this horror,/puzzle adventure,. Try to survive the vengeful toys waiting for you in the abandoned toy factory,. Use your GrabPack to hack electrical circuits or nab anything from afar,. Explore the mysterious facility,.,.,. and don,Price,$,4,0.99,1688,https://images-ext-1.discordapp.net/external/0Mo3eoj6VkzWYj4EioAshnyhU_4-zuIR6KHpfVGCIqw/%3Ft%3D1630469755/https/cdn.akamai.steamstatic.com/steam/apps/256849757/movie_max_vp9.webm,,,,,,,Recommendations,,,,t get caught,,,,,,,,,,,,,,,,,.The game currently includes the first chapter,. Any future chapters will also cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$,4,.,,,,,,,,,,9,.,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/285642302435622912/15357fc03a035f5f0587545ce5060b14.webp?size=160,butterflyslayer.,"— 
 10/25/21, 8:33 PM",—,Would love to see Milton,& Tech,& other play this one co,-op,.,.,.similar concept to Tattletail that he played today,,,,", except you are a cultist banishing demons",.,.,.and it,s so terrifying,,https://cdn.discordapp.com/avatar-decoration-presets/a_3131e3e1f48493f2ccea616ba686c15e.png?size=240&passthrough=false,,,,,,,,,https://store.steampowered.com/app/1274570/DEVOUR/,https://store.steampowered.com/app/1274570/DEVOUR/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1274570/DEVOUR/,DEVOUR,DEVOUR is a co,-op horror survival game for 1,-4 players,. Stop possessed cultists before they drag you to hell,. Run,. Scream,. Hide,. Just don,Price,$,4,0.99,15779,https://images-ext-1.discordapp.net/external/i8lbxfXPyuMVZnJgm9TffGO3GeaMUwGHQoelzZ7DXi8/%3Ft%3D1632413083/https/cdn.akamai.steamstatic.com/steam/apps/256851357/movie_max_vp9.webm,,,,,,,Recommendations,,,:,t get caught,,,,,,,,,,,,,,,,,.HAVE YOU GOT NERVES OF STEEL,?1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4 player online co,-op Take control of up to 4 cult members in this unique online co,-op experience where you must work together to stop possessed cultists dead set on,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/139258742284877825/729a28039ce546ce83787651be87b91b.webp?size=160,cosmicember,"— 
 10/25/21, 8:40 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/391720/Layers_of_Fear/,https://store.steampowered.com/app/391720/Layers_of_Fear/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/391720/Layers_of_Fear/,Layers of Fear,You take another drink as the canvas looms in front of you,. A light flickers dimly in the corner,. You’ve created countless pieces of art,", but never anything like…this",. Why haven’t you done this before,? It seems so obvious in retrospect,. Your friends,", critics",Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/Ei3uu3mX-BXbl17McZn0Wb3I5fJhua8wE6iucGw5LWk/%3Ft%3D1455576965/https/cdn.akamai.steamstatic.com/steam/apps/256660724/movie_max.webm,,,,,,,Recommendations,,,,", business partners—soon",,10351,,,,,,,,,,,,,,,", they’ll all see",. But something’s still missing…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
